word,syllables,count_syllables
0101,01-01,2
010010,010-010,2
01001001,010-010-01,3
01010,01-010,2
010101,01-01-01,3
01010010,01-010-010,3
0101,01-01,2
01010100,01-01-0100,3
00100100,0010-0100,2
0010,0010,1
001010,001-010,2
0010101010010,001-01-01-010-010,5
00100110,0010-01-10,3
0010011010,0010-01-1-010,4
00100101,0010-01-01,3
00100101010,0010-01-01-010,4
00100101010010,0010-01-01-010-010,5
0010010101,0010-01-01-01,4
0010010101010,0010-01-01-01-010,5
00100101,0010-01-01,3
0010010101,0010-01-01-01,4
00100,00100,1
00100010,00100-010,2
0010001010100101,00100-01-01-010-01-01,6
00100101,0010-01-01,3
0010010,0010-010,2
00100101,0010-01-01,3
0010010,0010-010,2
001001001,0010-010-01,3
00100100101010,0010-010-01-01-010,5
0010010010,0010-010-010,3
00100,00100,1
00101101010,001-01-1-01-010,5
00101,001-01,2
00101-010,001-01-010,3
00101010,001-01-010,3
0010101,001-01-01,3
00101101010,001-01-1-01-010,5
001011010101,001-01-1-01-01-01,6
001011010100,001-01-1-01-0100,5
001010,001-010,2
00101001010010,001-010-01-010-010,5
00100,00100,1
0010001,00100-01,2
00101010,001-01-010,3
00101010101,001-01-01-01-01,5
00110010,001-10-010,3
001001,0010-01,2
00100100,0010-0100,2
00101,001-01,2
0010101010,001-01-01-010,4
00101010,001-01-010,3
001010,001-010,2
00101001,001-010-01,3
00101001010,001-010-01-010,4
00101001010,001-010-01-010,4
001010010,001-010-010,3
001010010,001-010-010,3
00101001001,001-010-010-01,4
001010100101,001-01-010-01-01,5
001010010,001-010-010,3
0010101001,001-01-010-01,4
00101010,001-01-010,3
00100110,0010-01-10,3
0010,0010,1
00100100,0010-0100,2
00100010,00100-010,2
00110010,001-10-010,3
0010,0010,1
0010010,0010-010,2
00100,00100,1
0010010,0010-010,2
0010001,00100-01,2
00100010101,00100-01-01-01,4
0010001,00100-01,2
00100010,00100-010,2
0010010010,0010-010-010,3
0010010,0010-010,2
00100101010,0010-01-01-010,4
001001010,0010-01-010,3
0010010,0010-010,2
001001010,0010-01-010,3
00100101,0010-01-01,3
001010,001-010,2
00101010,001-01-010,3
00101010,001-01-010,3
001010011010,001-010-01-1-010,5
0010010,0010-010,2
00101010,001-01-010,3
00101100,001-01-100,3
00101100101,001-01-10-01-01,5
0010,0010,1
00100101010,0010-01-01-010,4
00100100,0010-0100,2
001010,001-010,2
001010010,001-010-010,3
0010011010010,0010-01-1-010-010,5
0010010,0010-010,2
001001,0010-01,2
001010100,001-01-0100,3
0010100100010,001-010-0100-010,4
00101001010,001-010-01-010,4
00101100,001-01-100,3
01,01,1
0100010,0100-010,2
0101001,01-010-01,3
0101,01-01,2
01010,01-010,2
0101001,01-010-01,3
010101,01-01-01,3
0101001,01-010-01,3
01010,01-010,2
01010,01-010,2
0101001,01-010-01,3
010010,010-010,2
0100101,010-01-01,3
01010,01-010,2
01001,010-01,2
01001010010,010-01-010-010,4
01010,01-010,2
0101010010,01-01-010-010,4
01010100010,01-01-0100-010,4
010101010,01-01-01-010,4
01010100101,01-01-010-01-01,5
010010100,010-01-0100,3
01001010010,010-01-010-010,4
01001010010100,010-01-010-01-0100,5
01001010010100,010-01-010-01-0100,5
010010,010-010,2
010010010010,01-0010-010-010,4
0101010010,01-01-010-010,4
0100011010,0100-01-1-010,4
0100011010-010010101010,0100-01-1-010-010-01-01-01-010,9
0100011010-0100101010,0100-01-1-010-010-01-01-010,8
0100011010-01010010,0100-01-1-010-01-010-010,7
0100011010-010010010,0100-01-1-010-010-010-010,7
0100011010-1001010,0100-01-1-010-10-01-010,7
0100011010100,0100-01-1-01-0100,5
0100011010,0100-01-1-010,4
01000101,0100-01-01,3
01000101010,0100-01-01-010,4
01000101010010,0100-01-01-010-010,5
0100010101001010,0100-01-01-010-01-010,6
01000101010010010,0100-01-01-010-010-010,6
0100,0100,1
0100-00100100,0100-0010-0100,3
01010,01-010,2
010101,01-01-01,3
010101010101,01-01-01-01-01-01,6
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
010101010010010,01-01-01-010-010-010,6
010101010,01-01-01-010,4
010101010,01-01-01-010,4
01010,01-010,2
0101010,01-01-010,3
0101001,01-010-01,3
01010,01-010,2
0101001010,01-010-01-010,4
01010101010,01-01-01-01-010,5
01001010,010-01-010,3
010010,010-010,2
01001,010-01,2
010010101,010-01-01-01,4
010010,010-010,2
010010,010-010,2
01001001,010-010-01,3
010010010,010-010-010,3
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010,01-010,2
010101001,01-01-010-01,4
010010100,010-01-0100,3
010010100,010-01-0100,3
010101,01-01-01,3
01010,01-010,2
01010010,01-01-0010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001,01-010-01,3
01010010010,01-010-010-010,4
010,010,1
010010,010-010,2
01001001,010-010-01,3
01001001,010-010-01,3
010101001,01-01-010-01,4
0100010,0100-010,2
0100010,0100-010,2
01010,01-010,2
0101010,01-01-010,3
01010,01-010,2
01010100,01-01-0100,3
0101010010,01-01-010-010,4
01010100010,01-01-0100-010,4
01010100,01-01-0100,3
010101010,01-01-01-010,4
010101010101,01-01-01-01-01-01,6
01010010,01-010-010,3
010,010,1
010101,01-01-01,3
010101101001010,01-01-01-1-010-01-010,7
01010110010,01-01-01-10-010,5
01010110,01-01-01-10,4
010101,01-01-01,3
01010,01-010,2
010101001010010,01-01-010-01-010-010,6
0101010010,01-01-010-010,4
01010,01-010,2
0010,0010,1
0010100,001-0100,2
001010,001-010,2
001010010,001-010-010,3
001010,001-010,2
01010010,01-010-010,3
0101010,01-01-010,3
010101001,01-01-010-01,4
010001,0100-01,2
010001-0101010,0100-01-01-01-010,5
010001-01001010,0100-01-010-01-010,5
01000101,0100-01-01,3
010110,01-01-10,3
0101010,01-01-010,3
0100,0100,1
0100010,0100-010,2
0101,01-01,2
010101001,01-01-010-01,4
0101010,01-01-010,3
0101010,01-01-010,3
010101010,01-01-01-010,4
010101010,01-01-01-010,4
01010101,01-01-01-01,4
0101010010,01-01-010-010,4
010101001,01-01-010-01,4
01010,01-010,2
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101001001,01-010-010-01,4
010010100,010-01-0100,3
01010,01-010,2
010010,010-010,2
0101,01-01,2
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101001,01-010-01,3
01010,01-010,2
0101010,01-01-010,3
0101010100101,01-01-01-010-01-01,6
0101001,01-010-01,3
0101001010,01-010-01-010,4
010110,01-01-10,3
01011001,01-01-10-01,4
010110010,01-01-10-010,4
010,010,1
010-010,010-010,2
01001010,010-01-010,3
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
0101,01-01,2
01101010010,01-1-01-010-010,5
010,010,1
01010,01-010,2
01010-01010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0101010010,01-01-010-010,4
01010,01-010,2
01010010,01-010-010,3
01010010010,01-010-010-010,4
0101001,01-010-01,3
01010010,01-010-010,3
01010,01-010,2
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
010010,010-010,2
010,010,1
0101,01-01,2
0101-0101,01-01-01-01,4
0101010,01-01-010,3
010101010,01-01-01-010,4
0101010,01-01-010,3
010101,01-01-01,3
0101010101,01-01-01-01-01,5
0101010,01-01-010,3
0101010,01-01-010,3
01010101,01-01-01-01,4
01010010,01-010-010,3
010100101,01-010-01-01,4
010100101010,01-010-01-01-010,5
01010010,01-010-010,3
01010010100,01-010-01-0100,4
01010010010,01-010-010-010,4
010100101,01-010-01-01,4
010100101010,01-010-01-01-010,5
01010101,01-01-01-01,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
0101010010,01-01-010-010,4
0101010010010,01-01-010-010-010,5
0101010,01-01-010,3
010101001,01-01-010-01,4
0101001010,01-010-01-010,4
01010010101,01-010-01-01-01,5
01010010,01-010-010,3
01010010,01-010-010,3
0101010010010,01-01-010-010-010,5
01010100,01-01-0100,3
01010101,01-01-01-01,4
01010101,01-01-01-01,4
01010010,01-010-010,3
0101010010,01-01-010-010,4
01010101,01-01-01-01,4
010101010,01-01-01-010,4
0100101,010-01-01,3
010010,010-010,2
0100101001010,010-01-010-01-010,5
0100101010,010-01-01-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
0100101010,010-01-01-010,4
010101,01-01-01,3
0101010,01-01-010,3
010101,01-01-01,3
01010101,01-01-01-01,4
01010101,01-01-01-01,4
0101010101,01-01-01-01-01,5
010101,01-01-01,3
01001,010-01,2
01001010,010-01-010,3
01001010,010-01-010,3
010101,01-01-01,3
01010101010010,01-01-01-01-010-010,6
01010,01-010,2
01001010,010-01-010,3
010010,010-010,2
010010010,010-010-010,3
010010,010-010,2
0100100100,010-010-0100,3
010010,010-010,2
0100100,010-0100,2
010010,010-010,2
010011010,010-01-1-010,4
01000100101010,0100-010-01-01-010,5
0100010010100101,0100-010-01-010-01-01,6
01000100101010010,0100-010-01-01-010-010,6
010001001010,0100-010-01-010,4
01001-010,010-01-010,3
01001-010010,010-01-010-010,4
010010,010-010,2
0101,01-01,2
0101010010,01-01-010-010,4
010101100010,01-01-01-100-010,5
01010110,01-01-01-10,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
0101010110010,01-01-01-01-10-010,6
0101010010,01-01-010-010,4
0101010,01-01-010,3
010101010,01-01-01-010,4
010101010010,01-01-01-010-010,5
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
01010100110010,01-01-010-01-10-010,6
010110,01-01-10,3
010110010,01-01-10-010,4
01011001,01-01-10-01,4
01010100101,01-01-010-01-01,5
01010100,01-01-0100,3
01010100100,01-01-010-0100,4
0101010001,01-01-0100-01,4
0101010010,01-01-010-010,4
01010,01-010,2
01010101010,01-01-01-01-010,5
01010010,01-010-010,3
0100010,0100-010,2
010001001,0100-010-01,3
0100010010,0100-010-010,3
010010,010-010,2
010100101,01-010-01-01,4
01001010,010-01-010,3
01001010100110,010-01-01-010-01-10,6
01001010100101,010-01-01-010-01-01,6
0100101010010101010,010-01-01-010-01-01-01-010,8
01001010100101010,010-01-01-010-01-01-010,7
010010100,010-01-0100,3
010010110100101,010-01-01-1-010-01-01,7
0100101010010,010-01-01-010-010,5
01001010110100101,010-01-01-01-1-010-01-01,8
0100101110101010101,010-01-01-1-1-01-01-01-01-01,10
010010101100101,010-01-01-01-10-01-01,7
0100101010010,010-01-01-010-010,5
010010101001010,010-01-01-010-01-010,6
01001010100,010-01-01-0100,4
0100101010010,010-01-01-010-010,5
01001010010010,010-01-010-010-010,5
010010100100101,010-01-010-010-01-01,6
01001010010,010-01-010-010,4
01001010010101,010-01-010-01-01-01,6
01001010010101,010-01-010-01-01-01,6
0100101001011010,010-01-010-01-01-1-010,7
0100101001011010101,010-01-010-01-01-1-01-01-01,9
0100101010010,010-01-01-010-010,5
010010101010101,010-01-01-01-01-01-01,7
01001010100101,010-01-01-010-01-01,6
01001010100101,010-01-01-010-01-01,6
0100101010101,010-01-01-01-01-01,6
01001010010100,010-01-010-01-0100,5
0100100,010-0100,2
0100100010,010-0100-010,3
01010010,01-010-010,3
01010,01-010,2
010100101,01-010-01-01,4
01010,01-010,2
0101010010,01-01-010-010,4
010010010,010-010-010,3
010010,010-010,2
0100010100,0100-01-0100,3
010010010,010-010-010,3
010010101,010-01-01-01,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
0101010010,01-01-01-0010,4
010101001001,01-01-01-0010-01,5
010101010,01-01-01-010,4
010101010,01-01-01-010,4
01010101010,01-01-01-01-010,5
010101010101,01-01-01-01-01-01,6
01010010110,01-010-01-01-10,5
01001,010-01,2
01001-1001010100,010-01-10-01-01-0100,6
01001-10010,010-01-10-010,4
01001-10010010,010-01-10-010-010,5
01001-1001010,010-01-10-01-010,5
01001-10001010101,010-01-100-01-01-01-01,7
01001-01010010010,010-01-01-010-010-010,6
01001-01010010010101,010-01-01-010-010-01-01-01,8
01001-01010100,010-01-01-01-0100,5
01001-01010100101,010-01-01-01-010-01-01,7
01001-10010101001001,010-01-10-01-01-010-010-01,8
01001-0101,010-01-01-01,4
01001-0101,010-01-01-01,4
01001-010,010-01-010,3
01001-01010100,010-01-01-01-0100,5
01001-01010100101,010-01-01-01-010-01-01,7
01001-01010,010-01-01-010,4
01001-01000101,010-01-0100-01-01,5
01001-00101010010,010-01-001-01-010-010,6
01001-101010,010-01-1-01-010,5
01001-101010101,010-01-1-01-01-01-01,7
01001-010101,010-01-01-01-01,5
01001-0101010,010-01-01-01-010,5
01001-0100010,010-01-0100-010,4
01001-01010,010-01-01-010,4
01001-0100100101,010-01-010-010-01-01,6
01001-00100,010-01-00100,3
01001-01001,010-01-010-01,4
01001-010010,010-01-010-010,4
01001-0101010,010-01-01-01-010,5
01001-01001010,010-01-010-01-010,5
01001-01001010,010-01-010-01-010,5
01001-010010,010-01-010-010,4
01001-010010,010-01-010-010,4
01001-010010010,010-01-010-010-010,5
01001-01001001,010-01-010-010-01,5
01001-1010,010-01-1-010,4
01001-1001010,010-01-10-01-010,5
01001-1010,010-01-1-010,4
01001-0101001,010-01-01-010-01,5
01001-0101110010010,010-01-01-01-1-10-010-010,8
01001-010110100,010-01-01-01-1-0100,6
01001-0100,010-01-0100,3
01001-0101010,010-01-01-01-010,5
01001-001000,010-01-001000,3
01001-00100010010,010-01-00100-010-010,5
01001-00100010100,010-01-00100-01-0100,5
01001-00100010100101,010-01-00100-01-010-01-01,7
01001-00100010010101,010-01-00100-010-01-01-01,7
01001-001001,010-01-0010-01,4
01001-01010101,010-01-01-01-01-01,6
01001-1010,010-01-1-010,4
01001001010,010-010-01-010,4
010010010101,010-010-01-01-01,5
01001001001,010-010-010-01,4
01001010,010-01-010,3
01010010,01-010-010,3
010,010,1
0101,01-01,2
01010,01-010,2
0100,0100,1
0100010,0100-010,2
010001010,0100-01-010,3
0100010010,0100-010-010,3
010001010,0100-01-010,3
0100010010,0100-010-010,3
0100010,0100-010,2
010001010,0100-01-010,3
0100010010,0100-010-010,3
0100010010,0100-010-010,3
010001,0100-01,2
0100010,0100-010,2
0100010,0100-010,2
01001,010-01,2
010010101,010-01-01-01,4
0100010,0100-010,2
010001001,0100-010-01,3
01001010,010-01-010,3
0100101001010,010-01-010-01-010,5
01001010010,010-01-010-010,4
01001010010010,010-01-010-010-010,5
01001010010,010-01-010-010,4
0100100,010-0100,2
010010,010-010,2
0100,0100,1
01001010,01-001-010,3
010010-010010,01-0010-01-0010,4
0100101010010,01-001-01-010-010,5
0100101010,01-001-01-010,4
010010010,01-0010-010,3
01001010,01-001-010,3
010010010,01-0010-010,3
010010010010,01-0010-010-010,4
010001100101010010,0100-01-10-01-01-010-010,7
010001101,0100-01-1-01,4
01000110,0100-01-10,3
01000110100101,0100-01-1-010-01-01,6
0100011010101010,0100-01-1-01-01-01-010,7
01000110010101,0100-01-10-01-01-01,6
0100011010010,0100-01-1-010-010,5
0100010,0100-010,2
010001010,0100-01-010,3
010001010,0100-01-010,3
0100010010,0100-010-010,3
01000101,0100-01-01,3
0100010101,0100-01-01-01,4
0100010,0100-010,2
01000010,01000-010,2
0100,0100,1
0100101,010-01-01,3
0100010,0100-010,2
0101010010,01-01-010-010,4
010110010,01-01-10-010,4
010010,010-010,2
0110010,01-10-010,3
010,010,1
010-010010,010-010-010,3
010-010100,010-01-0100,3
010-010,010-010,2
010-0101010,010-01-01-010,4
010010,010-010,2
010010010,010-010-010,3
01001,010-01,2
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
010101-010101,01-01-01-01-01-01,6
010101010010,01-01-01-010-010,5
010101010010,01-01-01-010-010,5
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101010010,01-01-010-010,4
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
0101001010,01-010-01-010,4
010100010,01-0100-010,3
0101010,01-01-010,3
010101001,01-01-010-01,4
0100101-0100101,010-01-01-010-01-01,6
0100101010010010,010-01-01-010-010-010,6
01001010,010-01-010,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001010,010-010-01-010,4
0100100101001,010-010-01-010-01,5
01001010,010-01-010,3
0100101001,010-01-010-01,4
01001,010-01,2
01001010010101010,010-01-010-01-01-01-010,7
010010101,010-01-01-01,4
010010010101,010-010-01-01-01,5
0100110,010-01-10,3
0100110010,010-01-10-010,4
01001010101,010-01-01-01-01,5
0100100101,010-010-01-01,4
010101,01-01-01,3
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010010,010-01-010-010,4
010010,010-010,2
01001010,010-01-010,3
01001010010,010-01-010-010,4
010010010,010-010-010,3
0100101010,010-01-01-010,4
010010010100,010-010-01-0100,4
01010010,01-010-010,3
0100101,010-01-01,3
010010,010-010,2
010010,010-010,2
010010010,010-010-010,3
010,010,1
01010,01-010,2
010100,01-0100,2
01010001010,01-0100-01-010,4
010100010010,01-0100-010-010,4
01010001010,01-0100-01-010,4
010100010010,01-0100-010-010,4
010100010,01-0100-010,3
0101000101,01-0100-01-01,4
01010001010,01-0100-01-010,4
01010001010,01-0100-01-010,4
010100010010,01-0100-010-010,4
010100010,01-0100-010,3
010100,01-0100,2
010100101,01-010-01-01,4
01010010101010,01-010-01-01-01-010,6
010100101010,01-010-01-01-010,5
01010010101,01-010-01-01-01,5
010100101010,01-010-01-01-010,5
01010010,01-010-010,3
0101010,01-01-010,3
0101010010,01-01-010-010,4
010010,010-010,2
0100100,010-0100,2
01001,010-01,2
0100101,010-01-01,3
0100,0100,1
0100-0100,0100-0100,2
0100-0100,0100-0100,2
0100-01010,0100-01-010,3
0100-01010,0100-01-010,3
0100-01010,0100-01-010,3
010010,010-010,2
0100101,010-01-01,3
0100100100,010-010-0100,3
01001001001,010-010-010-01,4
0100100100,010-010-0100,3
0100100100010,010-010-0100-010,4
010010010,010-010-010,3
010010010010,010-010-010-010,4
0100010,0100-010,2
010010101,010-01-01-01,4
01001010,010-01-010,3
0100101001,010-01-010-01,4
0100101001010,010-01-010-01-010,5
010010100101,010-01-010-01-01,5
010010,010-010,2
0100101,010-01-01,3
010010,010-010,2
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001001,010-010-01,3
010010010,010-010-010,3
0100010,0100-010,2
010001001,0100-010-01,3
010001001010,0100-010-01-010,4
010001,0100-01,2
0100010,0100-010,2
010010,010-010,2
010001010,0100-01-010,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010,01-010-010,3
0100,0100,1
01001,010-01,2
01000101,0100-01-01,3
01001010,010-01-010,3
010010,010-010,2
01001001,010-010-01,3
01001001,010-010-01,3
01001001010,010-010-01-010,4
01001010,010-01-010,3
010010101,010-01-01-01,4
010010101,010-01-01-01,4
010010101010,010-01-01-01-010,5
01001010101001010,010-01-01-01-010-01-010,7
010010101010010010,010-01-01-01-010-010-010,7
01001010101,010-01-01-01-01,5
01001010100101,010-01-01-010-01-01,6
010010100,010-01-0100,3
010010010,010-010-010,3
010010,010-010,2
01001010,010-01-010,3
010010101,010-01-01-01,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
01010,01-010,2
0101001,01-010-01,3
0101001,01-010-01,3
010100101,01-010-01-01,4
0100110,010-01-10,3
0100101,010-01-01,3
010010,010-010,2
01001001,010-010-01,3
01001-01001,010-01-010-01,4
0101001,01-010-01,3
01010,01-010,2
0100,0100,1
0100-01010,0100-01-010,3
010010,010-010,2
01001,010-01,2
010010,010-010,2
010001,0100-01,2
0100101010010010,010-01-01-010-010-010,6
01000100101,0100-010-01-01,4
0100010010101,0100-010-01-01-01,5
010001010,0100-01-010,3
0100010,0100-010,2
0100010,0100-010,2
01000101100101,0100-01-01-10-01-01,6
01000101101010,0100-01-01-1-01-010,6
0100011001010,0100-01-10-01-010,5
01000110010101010,0100-01-10-01-01-01-010,7
010001100101010,0100-01-10-01-01-010,6
010001100101010101,0100-01-10-01-01-01-01-01,8
010001010010,0100-01-010-010,4
0100010010,0100-010-010,3
0100010010101,0100-010-01-01-01,5
01000101001,0100-01-010-01,4
0100010,0100-010,2
0100010-0100100,0100-010-010-0100,4
010001001,0100-010-01,3
010001010,0100-01-010,3
010001010101,0100-01-01-01-01,5
0100010010,0100-010-010,3
010001010,0100-01-010,3
010001010101,0100-01-01-01-01,5
0100010010,0100-010-010,3
0100010010,0100-010-010,3
0100010101010,0100-01-01-01-010,5
0100010010101,0100-010-01-01-01,5
0100010010,0100-010-010,3
0100010010101,0100-010-01-01-01,5
01000100100,0100-010-0100,3
01000100101,0100-010-01-01,4
010001010101,0100-01-01-01-01,5
0100010010,0100-010-010,3
01000101110,0100-01-01-1-10,5
01000101,0100-01-01,3
01000100100101,0100-010-010-01-01,5
01101001,01-1-010-01,4
0110001001,01-100-010-01,4
0110,01-10,2
011001010,01-10-01-010,4
01100,01-100,2
0110010100,01-10-01-0100,4
0110010101010,01-10-01-01-01-010,6
01010,01-010,2
010101,01-01-01,3
010101,01-01-01,3
010101010010,01-01-01-010-010,5
01010,01-010,2
01001,010-01,2
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
010010100101010,010-01-010-01-01-010,6
0100101001010010,010-01-010-01-010-010,6
0100101001010,010-01-010-01-010,5
01001010010010,010-01-010-010-010,5
0100101001010,010-01-010-01-010,5
0100101010,010-01-01-010,4
010010101001,010-01-01-010-01,5
0100101,010-01-01,3
01001010,010-01-010,3
010010,010-010,2
01001010010,010-01-010-010,4
010010010,010-010-010,3
010010010,010-010-010,3
0100100010,010-0100-010,3
01001010,010-01-010,3
01001001010,010-010-01-010,4
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010,010-010-010,3
0100100101,010-010-01-01,4
01001001010,010-010-01-010,4
01001001010010,010-010-01-010-010,5
010110,01-01-10,3
01010,01-010,2
01010010,01-010-010,3
010010,010-010,2
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
010010010,010-010-010,3
010010010,010-010-010,3
01001,010-01,2
01001010,010-01-010,3
010010,010-010,2
01001001010,010-010-01-010,4
01001010010,010-01-010-010,4
010010010,010-010-010,3
01001,010-01,2
0100101010,010-01-01-010,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
010,010,1
010-01010,010-01-010,3
010-101000,010-1-01000,3
010-010001,010-0100-01,3
010-0010001,010-00100-01,3
0101,01-01,2
0101010,01-01-010,3
0101010010010,01-01-010-010-010,5
01010010010,01-010-010-010,4
01010,01-010,2
0101001010,01-010-01-010,4
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
01010010,01-010-010,3
010100101,01-010-01-01,4
010100101010,01-010-01-01-010,5
0101001010,01-010-01-010,4
01010,01-010,2
0101001,01-010-01,3
0101001010010,01-010-01-010-010,5
0101001010,01-010-01-010,4
010101001010,01-01-010-01-010,5
01010,01-010,2
010010010,010-010-010,3
01001010,010-01-010,3
01001,010-01,2
01001010,010-01-010,3
01001010,010-01-010,3
010010,010-010,2
010010010101,010-010-01-01-01,5
01010,01-010,2
010101,01-01-01,3
010101-010010,01-01-01-010-010,5
010101010,01-01-01-010,4
01010101,01-01-01-01,4
01010101010,01-01-01-01-010,5
01010101010010,01-01-01-01-010-010,6
0101010101,01-01-01-01-01,5
0101001,01-010-01,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
01010010010,01-010-010-010,4
010010101010,010-01-01-01-010,5
01001010101001,010-01-01-01-010-01,6
010010010,010-010-010,3
0101010100101,01-01-01-010-01-01,6
01010,01-010,2
0100100,010-0100,2
010010101,010-01-01-01,4
0100101001,010-01-010-01,4
0100101,010-01-01,3
010010101010,010-01-01-01-010,5
010010101010010,010-01-01-01-010-010,6
01001010,010-01-010,3
010010010,010-01-0010,3
01001010,010-01-010,3
010010010,010-010-010,3
010010,010-010,2
010010010,010-010-010,3
01001001010010,010-010-01-010-010,5
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001,010-01,2
0100100,010-0100,2
010010,010-010,2
010010,010-010,2
01001001,010-010-01,3
01001001010,010-010-01-010,4
01001010,010-01-010,3
01001010,010-01-010,3
01011010101010,01-01-1-01-01-01-010,7
01011001010101,01-01-10-01-01-01-01,7
010101010101,01-01-01-01-01-01,6
0101010,01-01-010,3
0101010101010,01-01-01-01-01-010,6
010101010101001,01-01-01-01-01-010-01,7
0101001001010,01-010-010-01-010,5
0101010,01-01-010,3
01010100,01-01-0100,3
01010100101,01-01-010-01-01,5
01010010,01-010-010,3
01010,01-010,2
0101001010,01-010-01-010,4
010100101001,01-010-01-010-01,5
0101001001,01-010-010-01,4
010100100101,01-010-010-01-01,5
01010010,01-010-010,3
010101001010,01-01-010-01-010,5
010100,01-0100,2
0101010,01-01-010,3
0101001010,01-010-01-010,4
01010010,01-010-010,3
0100101,010-01-01,3
0100100100,010-010-0100,3
010010010001,010-010-0100-01,4
01001001,010-010-01,3
01000101,0100-01-01,3
01001010,010-01-010,3
01001010010,010-01-010-010,4
01001010,010-01-010,3
010010010101010,010-010-01-01-01-010,6
01001010,010-01-010,3
0100100010010010,010-0100-010-010-010,5
0100100010010010010,010-0100-010-010-010-010,6
010010001010010,010-0100-01-010-010,5
010010001010010010,010-0100-01-010-010-010,6
010010010,010-010-010,3
01001001001010,010-010-010-01-010,5
0100100100101001,010-010-010-01-010-01,6
01001010010,010-01-010-010,4
010010,010-010,2
01001001001010,010-010-010-01-010,5
0100101010,010-01-01-010,4
01001001010,010-010-01-010,4
010010101010,010-01-01-01-010,5
010010010,010-010-010,3
0100101,010-01-01,3
010010010,010-010-010,3
010010010,010-010-010,3
0110100101010,01-1-010-01-01-010,6
01010010101,01-010-01-01-01,5
01001010,010-01-010,3
01010010010,01-010-010-010,4
01010100,01-01-0100,3
0101001,01-010-01,3
0101001010,01-010-01-010,4
0101010,01-01-010,3
0101010101,01-01-01-01-01,5
0101010100,01-01-01-0100,4
0101010010,01-01-010-010,4
010100,01-0100,2
01100101101010,01-10-01-01-1-01-010,7
010010,010-010,2
01001001,010-010-01,3
01001001010010,010-010-01-010-010,5
01001010010101,010-01-010-01-01-01,6
010010101010,010-01-01-01-010,5
01001100,010-01-100,3
0100110010,010-01-10-010,4
0100110010,010-01-10-010,4
0100101001010010,010-01-010-01-010-010,6
0100101010,010-01-01-010,4
010010101010,010-01-01-01-010,5
01001010101001001010,010-01-01-01-010-010-01-010,8
0100101010,010-01-01-010,4
010010,010-010,2
01001010,010-01-010,3
01001010,010-01-010,3
01001001010,010-010-01-010,4
010010010010010,010-010-010-010-010,5
0100100101010,010-010-01-01-010,5
01001001001001010010,010-010-010-010-01-010-010,7
010010100,010-01-0100,3
01001010,010-01-010,3
01001001010010,010-010-01-010-010,5
010010010,010-010-010,3
010010,010-010,2
010010-101010010010,010-010-1-01-010-010-010,7
01001010,010-01-010,3
0100101010,010-01-01-010,4
0100101010010010,010-01-01-010-010-010,6
010010,010-010,2
010010-010010,010-010-010-010,4
01001001,010-010-01,3
01001001010,010-010-01-010,4
010010010,010-010-010,3
01001001,010-010-01,3
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010101,010-010-01-01-01,5
0100100100,010-010-0100,3
010010100,010-01-0100,3
010010100,010-01-0100,3
01001010101,010-01-01-01-01,5
010010100,010-01-0100,3
010010100-010100,010-01-0100-01-0100,5
010010100-0110,010-01-0100-01-10,5
