word,syllables
dallolboshilik,dal-lol-bo-shi-lik
dallolchilik,dal-lol-chi-lik
dallollik,dal-lol-lik
dalnomer,dal-no-mer
dalolat,da-lo-lat
dalolatchi,da-lo-lat-chi
dalolatchilik,da-lo-lat-chi-lik
dalolatgo‘y,da-lo-lat-go‘y
dalolatgo‘ylik,da-lo-lat-go‘y-lik
dalolatnoma,da-lo-lat-no-ma
dalon,da-lon
daloyilxona,da-lo-yil-xo-na
daltonidlar,dal-to-nid-lar
daltonizm,dal-to-nizm
dalv,dalv
dalva-dalva,dal-va--dal-va
dam,dam
dam-badam,dam-ba-dam
dam-dam,dam-dam
dam-dastgoh,dam-dast-goh
dam-dastgohli,dam-dast-goh-li
damanlar,da-man-lar
damba,dam-ba
dambalamoq,dam-ba-la-moq
dambalash,dam-ba-lash
dambalatmoq,dam-ba-lat-moq
dambalov,dam-ba-lov
dambir-dumbur,dam-bir-dum-bur
dambosar,dam-bo-sar
dambosarlik,dam-bo-sar-lik
damchi,dam-chi
damchirog‘,dam-chi-rog‘
damcho‘p,dam-cho‘p
damdor,dam-dor
damduz,dam-duz
damduzd,dam-duzd
damduzdlik,dam-duzd-lik
damgar,dam-gar
damgarlik,dam-gar-lik
damgir,dam-gir
damida,da-mi-da
damka,dam-ka
damkaboz,dam-ka-boz
damkabozlik,dam-ka-boz-lik
damkachi,dam-ka-chi
damkachilik,dam-ka-chi-lik
damkash,dam-kash
damkashlik,dam-kash-lik
damko‘ta,dam-ko‘-ta
damlaganlik,dam-la-gan-lik
damlam,dam-lam
damlama,dam-la-ma
damlamoq,dam-la-moq
damlanish,dam-la-nish
damlanmoq,dam-lan-moq
damlantirmoq,dam-lan-tir-moq
damlash,dam-lash
damlatish,dam-la-tish
damlatmoq,dam-lat-moq
damlattirmoq,dam-lat-tir-moq
damlatuv,dam-la-tuv
damlik,dam-lik
damlog‘lik,dam-log‘-lik
damlog‘liq,dam-log‘-liq
damlov,dam-lov
damlovchi,dam-lov-chi
dammadam,dam-ma-dam
dammal,dam-mal
dammara,dam-ma-ra
damodam,da-mo-dam
damqisma,dam-qis-ma
damqovoq,dam-qo-voq
damsoz,dam-soz
damsozlik,dam-soz-lik
damtovoq,dam-to-voq
damurit,da-mu-rit
damxafa,dam-xa-fa
damxafalik,dam-xa-fa-lik
damxona,dam-xo-na
dan,dan
danak,da-nak
danakday,da-nak-day
danakdek,da-nak-dek
danakli,da-nak-li
danakor,da-na-kor
danaksho‘rak,da-nak-sho‘-rak
danaksiz,da-nak-siz
danalit,da-na-lit
danaylar,da-nay-lar
dandana,dan-da-na
dandanador,dan-da-na-dor
dandanalamoq,dan-da-na-la-moq
dandanali,dan-da-na-li
dandanasiz,dan-da-na-siz
dandariylar,dan-da-riy-lar
dandon,dan-don
dandona,dan-do-na
dandonboz,dan-don-boz
dandonbozlik,dan-don-boz-lik
dandonfurush,dan-don-fu-rush
dandonsop,dan-don-sop
dang,dang
dang-dung,dang-dung
dangal,da-ngal
dangalchasiga,da-ngal-cha-si-ga
dangalchi,da-ngal-chi
dangalchilik,da-ngal-chi-lik
dangallik,da-ngal-lik
dangalnishin,da-ngal-ni-shin
dangana,da-nga-na
dangasa,da-nga-sa
dangasalanish,da-nga-sa-la-nish
dangasalanmoq,da-nga-sa-lan-moq
dangasalashmoq,da-nga-sa-lash-moq
dangasalik,da-nga-sa-lik
dangasanamo,da-nga-sa-na-mo
dangir-dungur,da-ngir-du-ngur
dang‘,dang
dang‘-dung‘,dang-dung
dang‘il,da-ngil
dang‘illagan,da-ngil-la-gan
dang‘illama,da-ngil-la-ma
dang‘illamoq,da-ngil-la-moq
dang‘illatish,da-ngil-la-tish
dang‘illatmoq,da-ngil-lat-moq
dang‘illov,da-ngil-lov
dang‘ir-dung‘ur,da-ngir-du-ngur
dang‘ira-dung‘ur,da-ngi-ra--du-ngur
danitol,da-ni-tol
daniyalik,da-ni-ya-lik
danlar,dan-lar
danqa,dan-qa
dantist,dan-tist
danuniylar,da-nu-niy-lar
daosizm,da-o-sizm
dapqir-dapqir,dap-qir-dap-qir
daq,daq
daq-duq,daq-duq
daqadang,da-qa-dang
daqiq,da-qiq
daqiqa,da-qi-qa
daqiqa-badaqiqa,da-qi-qa--ba-da-qi-qa
daqiqali,da-qi-qa-li
daqiqalik,da-qi-qa-lik
daqiqlashmoq,da-qiq-lash-moq
daqiqlik,da-qiq-lik
daqir-duqur,da-qir-du-qur
daqira-duqur,da-qi-ra--du-qur
daqoyiq,da-qo-yiq
daqqi,daq-qi
daqqilanmoq,daq-qi-lan-moq
daqqilik,daq-qi-lik
daqqiyunus,daq-qi-yu-nus
daqyonus,daq-yo-nus
dara,da-ra
dara-tog‘,da-ra--tog‘
darabegi,da-ra-be-gi
darabegilik,da-ra-be-gi-lik
daraja,da-ra-ja
daraja-badaraja,da-ra-ja--ba-da-ra-ja
darajalamoq,da-ra-ja-la-moq
darajalanish,da-ra-ja-la-nish
darajalanmoq,da-ra-ja-lan-moq
darajalash,da-ra-ja-lash
darajali,da-ra-ja-li
darajalik,da-ra-ja-lik
darajalov,da-ra-ja-lov
darajama-daraja,da-ra-ja-ma--da-ra-ja
darak,da-rak
darakchi,da-rak-chi
darakchilik,da-rak-chi-lik
daraklamoq,da-rak-la-moq
daraklash,da-rak-lash
daraklatmoq,da-rak-lat-moq
daraklov,da-rak-lov
daraklovchi,da-rak-lov-chi
daraknoma,da-rak-no-ma
daraksiz,da-rak-siz
daraksizlik,da-rak-siz-lik
darang,da-rang
darang-durung,da-rang-du-rung
darang-durunglik,da-rang-du-rung-lik
daranglamoq,da-rang-la-moq
daranglatish,da-rang-la-tish
daranglatmoq,da-rang-lat-moq
daranglatuv,da-rang-la-tuv
daranglov,da-rang-lov
daranglovchi,da-rang-lov-chi
darang‘-durung‘,da-rang-du-rung
darang‘lagan,da-rang-la-gan
darang‘lamoq,da-rang-la-moq
daraq-daraq,da-raq-da-raq
daraxt,da-raxt
daraxtcha,da-raxt-cha
daraxtli,da-raxt-li
daraxtma-daraxt,da-raxt-ma--da-raxt
daraxtshunos,da-raxt-shu-nos
daraxtshunoslik,da-raxt-shu-nos-lik
daraxtsimon,da-raxt-si-mon
daraxtsiz,da-raxt-siz
daraxtzor,da-raxt-zor
daraxtzorlash,da-raxt-zor-lash
daraxtzorlik,da-raxt-zor-lik
darbadar,dar-ba-dar
darbadarlashmoq,dar-ba-dar-lash-moq
darbadarlik,dar-ba-dar-lik
darband,dar-band
darbandlik,dar-band-lik
darbon,dar-bon
darbonlik,dar-bon-lik
darbor,dar-bor
darboz,dar-boz
darboza,dar-bo-za
darbozabegi,dar-bo-za-be-gi
darbozabon,dar-bo-za-bon
darboziy,dar-bo-ziy
darcha,dar-cha
darchali,dar-cha-li
darchama-darcha,dar-cha-ma--dar-cha
darchasiz,dar-cha-siz
dard,dard
dard-alam,da-rd-a-lam
dard-armon,da-rd-ar-mon
dard-azob,da-rd-a-zob
dard-balo,da-rd-ba-lo
dard-falokat,da-rd-fa-lo-kat
dard-g‘am,da-rd-g‘am
dard-hasrat,da-rd-has-rat
dard-mehnat,da-rd-meh-nat
dard-o‘y,da-rd-o‘y
dard-sitam,da-rd-si-tam
dard-tashvish,da-rd-tash-vish
dard-xayol,da-rd-xa-yol
dardarak,dar-da-rak
dardarakchi,dar-da-rak-chi
dardarakli,dar-da-rak-li
dardchil,dard-chil
dardchillik,dard-chil-lik
darddosh,dard-dosh
darddoshlik,dard-dosh-lik
dardi-dunyo,dar-di--dun-yo
dardi-dunyosi,dar-di--dun-yo-si
dardibedavo,dar-di-be-da-vo
dardibedavolik,dar-di-be-da-vo-lik
dardidil,dar-di-dil
dardihol,dar-di-hol
dardisak,dar-di-sak
dardisar,dar-di-sar
dardisarlik,dar-di-sar-lik
dardkam,dard-kam
dardkamchi,dard-kam-chi
dardkamchilik,dard-kam-chi-lik
dardkash,dard-kash
dardkashlik,dard-kash-lik
dardlanmoq,dard-lan-moq
dardlantirmoq,dard-lan-tir-moq
dardlashmoq,dard-lash-moq
dardlashuv,dard-la-shuv
dardlashuvchi,dard-la-shuv-chi
dardli,dard-li
dardlilik,dard-li-lik
dardmand,dard-mand
dardmandlik,dard-mand-lik
dardmandona,dard-man-do-na
dardnok,dard-nok
dardsinmoq,dard-sin-moq
dardsiz,dard-siz
dardsizlik,dard-siz-lik
dargoh,dar-goh
dargumon,dar-gu-mon
dargumonlik,dar-gu-mon-lik
darg‘a,dar-g‘a
darg‘aboshi,dar-g‘a-bo-shi
darg‘achilik,dar-g‘a-chi-lik
darg‘ali,dar-g‘a-li
darg‘alik,dar-g‘a-lik
darg‘azab,dar-g‘a-zab
darg‘azablanmoq,dar-g‘a-zab-lan-moq
darg‘azablik,dar-g‘a-zab-lik
darg‘inlar,dar-g‘in-lar
darham,dar-ham
darhaqiqat,dar-ha-qi-qat
darhol,dar-hol
darholda,dar-hol-da
daricha,da-ri-cha
darig‘,da-rig‘
darig‘o,da-ri-g‘o
dariy,da-riy
darj,darj
darkor,dar-kor
darkorlik,dar-kor-lik
darlingtoniya,dar-ling-to-ni-ya
darmana,dar-ma-na
darmanali,dar-ma-na-li
darmiyon,dar-mi-yon
darmon,dar-mon
darmonbaxsh,dar-mon-baxsh
darmonda,dar-mon-da
darmondori,dar-mon-do-ri
darmonlanmoq,dar-mon-lan-moq
darmonli,dar-mon-li
darmonsho‘rva,dar-mon-sho‘r-va
darmonsiz,dar-mon-siz
darmonsizlanish,dar-mon-siz-la-nish
darmonsizlanmoq,dar-mon-siz-lan-moq
darmonsizlantirmoq,dar-mon-siz-lan-tir-moq
darmonsizlashmoq,dar-mon-siz-lash-moq
darmonsizlik,dar-mon-siz-lik
darmonsuv,dar-mon-suv
darmoosizlik,dar-mo-o-siz-lik
daromad,da-ro-mad
daromad-buromad,da-ro-mad-bu-ro-mad
daromadli,da-ro-mad-li
daromadlilik,da-ro-mad-li-lik
daromadsiz,da-ro-mad-siz
daromadsizlik,da-ro-mad-siz-lik
daroyi,da-ro-yi
daroz,da-roz
darozdast,da-roz-dast
darozdastlik,da-roz-dast-lik
darozlashmoq,da-roz-lash-moq
darozlik,da-roz-lik
darparda,dar-par-da
darpardali,dar-par-da-li
darpardalik,dar-par-da-lik
darra,dar-ra
darralamoq,dar-ra-la-moq
darralanmoq,dar-ra-lan-moq
darralash,dar-ra-lash
darralatmoq,dar-ra-lat-moq
darralattirmoq,dar-ra-lat-tir-moq
darralik,dar-ra-lik
darralov,dar-ra-lov
darralovchi,dar-ra-lov-chi
darranda,dar-ran-da
darrasoldi,dar-ra-sol-di
darrov,dar-rov
darrov-darrov,dar-rov-dar-rov
darrovda,dar-rov-da
darrovdan,dar-rov-dan
darrovdanoq,dar-rov-da-noq
darrovdayoq,dar-rov-da-yoq
darrovgina,dar-rov-gi-na
darrovlik,dar-rov-lik
dars,dars
darsgo‘y,dars-go‘y
darsgo‘ylik,dars-go‘y-lik
darslik,dars-lik
darsonvalizatsiya,dar-son-va-li-zat-si-ya
darsoz,dar-soz
darsxon,dars-xon
darsxona,dars-xo-na
darsxonlik,dars-xon-lik
darvesh,dar-vesh
darveshfe'l,dar-vesh-fe'l
darveshlik,dar-vesh-lik
darveshnamo,dar-vesh-na-mo
darveshnamolik,dar-vesh-na-mo-lik
darveshona,dar-ve-sho-na
darveshsifat,dar-vesh-si-fat
darveshtabiat,dar-vesh-ta-bi-at
darveshtaxlit,dar-vesh-tax-lit
darveshvash,dar-vesh-vash
darvetabiat,dar-ve-ta-bi-at
darvinchi,dar-vin-chi
darvinchilik,dar-vin-chi-lik
darvinist,dar-vi-nist
darvinizm,dar-vi-nizm
darvoqe,dar-vo-qe
darvoqean,dar-vo-qe-an
darvoz,dar-voz
darvoza,dar-vo-za
darvozabegi,dar-vo-za-be-gi
darvozabon,dar-vo-za-bon
darvozabonlik,dar-vo-za-bon-lik
darvozachi,dar-vo-za-chi
darvozali,dar-vo-za-li
darvozasiz,dar-vo-za-siz
darvozaxona,dar-vo-za-xo-na
darxon,dar-xon
daryo,dar-yo
daryo-daryo,dar-yo--dar-yo
daryobod,dar-yo-bod
daryobo‘yi,dar-yo-bo‘-yi
daryocha,dar-yo-cha
daryochi,dar-yo-chi
daryochilik,dar-yo-chi-lik
daryoday,dar-yo-day
daryodil,dar-yo-dil
daryokash,dar-yo-kash
daryoma-daryo,dar-yo-ma--dar-yo
daryosimon,dar-yo-si-mon
darz,darz
darziboshi,dar-zi-bo-shi
dashnom,dash-nom
dashnomli,dash-nom-li
dashnoqlar,dash-noq-lar
dashqol,dash-qol
dashqozon,dash-qo-zon
dashsha,dash-sha
dasht,dasht
dasht-biyobon,da-sht-bi-yo-bon
dasht-cho‘l,da-sht-cho‘l
dasht-dala,da-sht-da-la
dasht-sahro,da-sht-sah-ro
dasht-tepa,da-sht-te-pa
dashtbozor,dasht-bo-zor
dashtiy,dash-tiy
dashtlik,dasht-lik
dashtpiyoz,dasht-pi-yoz
dashtquvar,dasht-qu-var
dasisa,da-si-sa
daskana,das-ka-na
daspona,das-po-na
dast,dast
dasta,das-ta
dasta-dasta,das-ta--das-ta
dastagul,das-ta-gul
dastagulli,das-ta-gul-li
dastak,das-tak
dastaki,das-ta-ki
dastaklamoq,das-tak-la-moq
dastaklatish,das-tak-la-tish
dastaklatmoq,das-tak-lat-moq
dastakli,das-tak-li
dastaklov,das-tak-lov
dastalamoq,das-ta-la-moq
dastalanish,das-ta-la-nish
dastalanmoq,das-ta-lan-moq
dastalash,das-ta-lash
dastalashmoq,das-ta-lash-moq
dastali,das-ta-li
dastalik,das-ta-lik
dastalov,das-ta-lov
dastama-dasta,das-ta-ma--das-ta
dastarra,das-tar-ra
dastasimon,das-ta-si-mon
dastavval,das-tav-val
dastavvalda,das-tav-val-da
dastavvaldan,das-tav-val-dan
dastavvalgi,das-tav-val-gi
dastavvaliga,das-tav-va-li-ga
dastband,dast-band
dastbandli,dast-band-li
dastbandlik,dast-band-lik
dastbolg‘a,dast-bol-g‘a
dastgir,dast-gir
dastgirlik,dast-gir-lik
dastgoh,dast-goh
dastgohchi,dast-goh-chi
dastgohchilik,dast-goh-chi-lik
dastgohli,dast-goh-li
dastgohsoz,dast-goh-soz
dastgohsozlik,dast-goh-soz-lik
dastidan,das-ti-dan
dastingdan,das-ting-dan
dastkallak,dast-kal-lak
dastkard,dast-kard
dastkola,dast-ko-la
dastkor,dast-kor
dastkunda,dast-kun-da
dastlab,dast-lab
dastlabdan,dast-lab-dan
dastlabdanoq,dast-lab-da-noq
dastlabiga,dast-la-bi-ga
dastlabki,dast-lab-ki
dastmol,dast-mol
dastmollamoq,dast-mol-la-moq
dastmolqovoq,dast-mol-qo-voq
dastmoya,dast-mo-ya
dastohsozlik,das-toh-soz-lik
daston,das-ton
dastor,das-tor
dastorband,das-tor-band
dastorbandlik,das-tor-band-lik
dastorbosh,das-tor-bosh
dastorgul,das-tor-gul
dastorgulli,das-tor-gul-li
dastoroshqovoq,das-to-rosh-qo-voq
dastorpech,das-tor-pech
dastorqovoq,das-tor-qo-voq
dastpanja,dast-pan-ja
dastpanjali,dast-pan-ja-li
dastparvar,dast-par-var
dastro‘mol,dast-ro‘-mol
dastro‘molcha,dast-ro‘-mol-cha
dastsho‘,dast-sho‘
dastsho‘y,dast-sho‘y
dastsho‘ysoz,dast-sho‘y-soz
dasttesha,dast-te-sha
dastur,das-tur
dasturilamal,das-tu-ri-la-mal
dasturiy,das-tu-riy
dasturulamal,das-tu-ru-la-mal
dasturxon,das-tur-xon
dasturxonchi,das-tur-xon-chi
dasturxonchilik,das-tur-xon-chi-lik
dasturxoni,das-tur-xo-ni
dasturxonli,das-tur-xon-li
dasturxonlik,das-tur-xon-lik
dasturxonsiz,das-tur-xon-siz
dastxat,dast-xat
dastxoda,dast-xo-da
dastyor,dast-yor
dastyorchilik,dast-yor-chi-lik
dastyorlik,dast-yor-lik
datchik,dat-chik
datchikli,dat-chik-li
datiska,da-tis-ka
datiskadoshlar,da-tis-ka-dosh-lar
datolit,da-to-lit
datsit,dat-sit
daukarin,da-u-ka-rin
dav,dav
dav-daska,dav-das-ka
dav-dastak,dav-das-tak
davacha,da-va-cha
davak,da-vak
davangi,da-va-ngi
davangichilik,da-va-ngi-chi-lik
davangiday,da-va-ngi-day
davangidek,da-va-ngi-dek
davangir,da-va-ngir
davangirday,da-va-ngir-day
davangirdek,da-va-ngir-dek
davangirlik,da-va-ngir-lik
davara,da-va-ra
davbola,dav-bo-la
davinizm,da-vi-nizm
davir,da-vir
davkar,dav-kar
davkash,dav-kash
davlat,dav-lat
davlatboshi,dav-lat-bo-shi
davlatboshilik,dav-lat-bo-shi-lik
davlatboy,dav-lat-boy
davlatchilik,dav-lat-chi-lik
davlatlararo,dav-lat-la-ra-ro
davlatlashtirmoq,dav-lat-lash-tir-moq
davlatlashtiruv,dav-lat-lash-ti-ruv
davlatli,dav-lat-li
davlatlilik,dav-lat-li-lik
davlatmand,dav-lat-mand
davlatmandlik,dav-lat-mand-lik
davlatmandona,dav-lat-man-do-na
davlatpanoh,dav-lat-pa-noh
davlatparast,dav-lat-pa-rast
davlatparastlik,dav-lat-pa-rast-lik
davlatshunos,dav-lat-shu-nos
davlatshunoslik,dav-lat-shu-nos-lik
davlatsiz,dav-lat-siz
davlatsizlik,dav-lat-siz-lik
davlatxoh,dav-lat-xoh
davlatxohlik,dav-lat-xoh-lik
davlatxona,dav-lat-xo-na
davo,da-vo
davobaxsh,da-vo-baxsh
davochi,da-vo-chi
davochi-emchi,da-vo-chi--em-chi
davochilik,da-vo-chi-lik
davolamoq,da-vo-la-moq
davolanganlik,da-vo-la-ngan-lik
davolanish,da-vo-la-nish
davolanmoq,da-vo-lan-moq
davolantirish,da-vo-lan-ti-rish
davolantirmoq,da-vo-lan-tir-moq
davolantiruv,da-vo-lan-ti-ruv
davolanuv,da-vo-la-nuv
davolanuvchi,da-vo-la-nuv-chi
davolash,da-vo-lash
fosh,fosh
foshlamoq,fosh-la-moq
fosid,fo-sid
fosidlik,fo-sid-lik
fosidxayol,fo-sid-xa-yol
fosidxayollik,fo-sid-xa-yol-lik
fosila,fo-si-la
fosiq,fo-siq
fosiqlarcha,fo-siq-lar-cha
fosiqlik,fo-siq-lik
fosiqona,fo-si-qo-na
fot,fot
fotih,fo-tih
fotiha,fo-ti-ha
fotihachi,fo-ti-ha-chi
fotihali,fo-ti-ha-li
fotihaxon,fo-ti-ha-xon
fotihaxonlik,fo-ti-ha-xon-lik
fotihlik,fo-tih-lik
fotimiylar,fo-ti-miy-lar
fotmachumchuq,fot-ma-chum-chuq
foto,fo-to
fotoajralish,fo-to-aj-ra-lish
fotoalbom,fo-to-al-bom
fotoapparat,fo-to-ap-pa-rat
fotoarxiv,fo-to-ar-xiv
fotoatelye,fo-to-a-tel-ye
fotoavtomat,fo-to-av-to-mat
fotoaybnoma,fo-to-ayb-no-ma
fotobakteriyalar,fo-to-bak-te-ri-ya-lar
fotobank,fo-to-bank
fotobiologiya,fo-to-bi-o-lo-gi-ya
fotobomba,fo-to-bom-ba
fotobo‘linish,fo-to-bo‘-li-nish
fotobo‘linishli,fo-to-bo‘-li-nish-li
fotochi,fo-to-chi
fotochilik,fo-to-chi-lik
fotodavriylik,fo-to-dav-riy-lik
fotodeytron,fo-to-deyt-ron
fotodiod,fo-to-di-od
fotoeffekt,fo-to-ef-fekt
fotoelastik,fo-to-e-las-tik
fotoelastiklik,fo-to-e-las-tik-lik
fotoelektr,fo-to-e-lektr
fotoelektrik,fo-to-e-lekt-rik
fotoelektron,fo-to-e-lekt-ron
fotoelement,fo-to-e-le-ment
fotoemissiyalovchi,fo-to-e-mis-si-ya-lov-chi
fotoetyud,fo-to-et-yud
fotofinish,fo-to-fi-nish
fotofobiya,fo-to-fo-bi-ya
fotofon,fo-to-fon
fotogalvanik,fo-to-gal-va-nik
fotogazeta,fo-to-ga-ze-ta
fotogeliograf,fo-to-ge-li-og-raf
fotogeliogramma,fo-to-ge-li-og-ram-ma
fotogeniya,fo-to-ge-ni-ya
fotograf,fo-tog-raf
fotografchi,fo-tog-raf-chi
fotografchilik,fo-tog-raf-chi-lik
fotografik,fo-tog-ra-fik
fotografiya,fo-tog-ra-fi-ya
fotograflik,fo-tog-raf-lik
fotogrammetriya,fo-tog-ram-met-ri-ya
fotogravyura,fo-tog-rav-yu-ra
fotohavaskor,fo-to-ha-vas-kor
fotohavaskorlik,fo-to-ha-vas-kor-lik
fotohujjat,fo-to-huj-jat
fotoinformatsiya,fo-to-in-for-mat-si-ya
fotoionlanish,fo-to-i-on-la-nish
fotokamera,fo-to-ka-me-ra
fotokarta,fo-to-kar-ta
fotokartochka,fo-to-kar-toch-ka
fotokatod,fo-to-ka-tod
fotokattalashtirgich,fo-to-kat-ta-lash-tir-gich
fotokimyo,fo-to-kim-yo
fotokimyoviy,fo-to-kim-yo-viy
fotokolorimetrik,fo-to-ko-lo-ri-met-rik
fotokonkurs,fo-to-kon-kurs
fotokonvert,fo-to-kon-vert
fotokopiya,fo-to-ko-pi-ya
fotokorrespondent,fo-to-kor-res-pon-dent
fotoko‘paytirgich,fo-to-ko‘-pay-tir-gich
fotoko‘rgazma,fo-to-ko‘r-gaz-ma
fotokuchaytirgich,fo-to-ku-chay-tir-gich
fotolaboratoriya,fo-to-la-bo-ra-to-ri-ya
fotolampa,fo-to-lam-pa
fotolavha,fo-to-lav-ha
fotolenta,fo-to-len-ta
fotolitografik,fo-to-li-tog-ra-fik
fotolitografiya,fo-to-li-tog-ra-fi-ya
fotoliz,fo-to-liz
fotolyuminessensiya,fo-tol-yu-mi-nes-sen-si-ya
fotoma'lumot,fo-to-ma'-lu-mot
fotomanba,fo-to-man-ba
fotomaterial,fo-to-ma-te-ri-al
fotomateriallar,fo-to-ma-te-ri-al-lar
fotometod,fo-to-me-tod
fotometr,fo-to-metr
fotometrik,fo-to-met-rik
fotometriya,fo-to-met-ri-ya
fotometrlamoq,fo-to-metr-la-moq
fotomexanika,fo-to-me-xa-ni-ka
fotomodel,fo-to-mo-del
fotomontaj,fo-to-mon-taj
fotomuxbir,fo-to-mux-bir
fotomuxbirlik,fo-to-mux-bir-lik
foton,fo-ton
fotoneytron,fo-to-neyt-ron
fotonusxa,fo-to-nus-xa
fotonusxalash,fo-to-nus-xa-lash
fotoobyektiv,fo-to-ob-yek-tiv
fotoofset,fo-to-of-set
fotooksidlanish,fo-to-ok-sid-la-nish
fotoo‘tkazgich,fo-to-o‘t-kaz-gich
fotoo‘tkazuvchan,fo-to-o‘t-ka-zuv-chan
fotoo‘tkazuvchanlik,fo-to-o‘t-ka-zuv-chan-lik
fotoo‘tkazuvchi,fo-to-o‘t-ka-zuv-chi
fotoparchalanish,fo-to-par-cha-la-nish
fotoplastiklik,fo-top-las-tik-lik
fotoplastinka,fo-top-las-tin-ka
fotoplyonka,fo-topl-yon-ka
fotopolimer,fo-to-po-li-mer
fotoqarshilik,fo-to-qar-shi-lik
fotoqog‘oz,fo-to-qo-g‘oz
fotorasm,fo-to-rasm
fotorazvedka,fo-to-raz-ved-ka
fotoreaksiya,fo-to-re-ak-si-ya
fotoregistratsiyalash,fo-to-re-gist-rat-si-ya-lash
fotorele,fo-to-re-le
fotoreportaj,fo-to-re-por-taj
fotoreportyor,fo-to-re-port-yor
fotoreproduksiya,fo-to-rep-ro-duk-si-ya
fotoretsepsiya,fo-to-ret-sep-si-ya
fotoretseptor,fo-to-ret-sep-tor
fotorezistor,fo-to-re-zis-tor
fotosezgir,fo-to-sez-gir
fotosezgirlik,fo-to-sez-gir-lik
fotosfera,fo-tos-fe-ra
fotosferali,fo-tos-fe-ra-li
fotosintez,fo-to-sin-tez
fotosintezlovchi,fo-to-sin-tez-lov-chi
fotostat,fo-tos-tat
fotostend,fo-tos-tend
fotosurat,fo-to-su-rat
fotosusaytirgich,fo-to-su-say-tir-gich
fotosxema,fo-tos-xe-ma
fotosyomka,fo-tos-yom-ka
fototaksis,fo-to-tak-sis
fototashigich,fo-to-ta-shi-gich
fototasvir,fo-to-tas-vir
fototeka,fo-to-te-ka
fototelegraf,fo-to-te-leg-raf
fototelegrafiya,fo-to-te-leg-ra-fi-ya
fototelegramma,fo-to-te-leg-ram-ma
fototeodolit,fo-to-te-o-do-lit
fototerapiya,fo-to-te-ra-pi-ya
fototexnika,fo-to-tex-ni-ka
fototiklash,fo-to-tik-lash
fototipiya,fo-to-ti-pi-ya
fototok,fo-to-tok
fototopograf,fo-to-to-pog-raf
fototovar,fo-to-to-var
fototransformator,fo-tot-rans-for-ma-tor
fototranzistor,fo-tot-ran-zis-tor
fototropizm,fo-tot-ro-pizm
fotouyg‘onish,fo-to-uy-g‘o-nish
fotouyg‘onuvchan,fo-to-uy-g‘o-nuv-chan
fotouyg‘otish,fo-to-uy-g‘o-tish
fotovitrina,fo-to-vit-ri-na
fotoximiya,fo-to-xi-mi-ya
fotoxromizm,fo-tox-ro-mizm
fotoxronika,fo-tox-ro-ni-ka
fotoyadro,fo-to-yad-ro
fotoyadroviy,fo-to-yad-ro-viy
fotoyozuv,fo-to-yo-zuv
fotoyulduz,fo-to-yul-duz
fotoyutilish,fo-to-yu-ti-lish
fotoyutish,fo-to-yu-tish
fotozarba,fo-to-zar-ba
fotozarra,fo-to-zar-ra
foxira,fo-xi-ra
foxta,fox-ta
foyda,foy-da
foyda-daromad,foy-da--da-ro-mad
foyda-ziyon,foy-da--zi-yon
foydadorlik,foy-da-dor-lik
foydagarlik,foy-da-gar-lik
foydakash,foy-da-kash
foydakashlik,foy-da-kash-lik
foydakorlik,foy-da-kor-lik
foydalanganlik,foy-da-la-ngan-lik
foydalanilmoq,foy-da-la-nil-moq
foydalanish,foy-da-la-nish
foydalanmoq,foy-da-lan-moq
foydalantirish,foy-da-lan-ti-rish
foydalantirmoq,foy-da-lan-tir-moq
foydalantiruv,foy-da-lan-ti-ruv
foydalanuv,foy-da-la-nuv
foydalanuvchi,foy-da-la-nuv-chi
foydali,foy-da-li
foydalilik,foy-da-li-lik
foydaparast,foy-da-pa-rast
foydaparastlik,foy-da-pa-rast-lik
foydaquvar,foy-da-qu-var
foydaquvarlik,foy-da-qu-var-lik
foydasiz,foy-da-siz
foydasizlik,foy-da-siz-lik
foydatalab,foy-da-ta-lab
foydaxo‘r,foy-da-xo‘r
foydaxo‘rlik,foy-da-xo‘r-lik
foye,fo-ye
foytun,foy-tun
foytunchi,foy-tun-chi
fozil,fo-zil
fozila,fo-zi-la
fozillik,fo-zil-lik
fo‘ta,fo‘-ta
fo‘taband,fo‘-ta-band
fragment,frag-ment
frak,frak
frakiy,fra-kiy
frakiyaliklar,fra-ki-ya-lik-lar
fraksion,frak-si-on
fraksioner,frak-si-o-ner
fraksiya,frak-si-ya
fraksiyaboz,frak-si-ya-boz
fraksiyabozlik,frak-si-ya-boz-lik
fraksiyachi,frak-si-ya-chi
fraksiyachilik,frak-si-ya-chi-lik
fraktura,frak-tu-ra
frambeziya,fram-be-zi-ya
frank,frank
franklar,frank-lar
franklinizatsiya,frank-li-ni-zat-si-ya
franshiza,fran-shi-za
fransiy,fran-siy
fransiya,fran-si-ya
fransuz,fran-suz
fransuzcha,fran-suz-cha
fransuzchalamoq,fran-suz-cha-la-moq
fransuzlar,fran-suz-lar
fraxt,fraxt
frayeologik,fra-ye-o-lo-gik
fraza,fra-za
fraza-nom,fra-za--nom
frazalash,fra-za-lash
frazema,fra-ze-ma
frazeologik,fra-ze-o-lo-gik
frazeologiya,fra-ze-o-lo-gi-ya
frazeologizm,fra-ze-o-lo-gizm
fregat,fre-gat
fregatsimonlar,fre-gat-si-mon-lar
french,french
frenchli,french-li
frenolog,fre-no-log
frenologiya,fre-no-lo-gi-ya
freonlar,fre-on-lar
freska,fres-ka
